incident_id,timestamp,machine_id,operator_id,task_id,incident_type,severity,cause,source,weather,light,min_person_distance_m,person_in_blind_spot,seatbelt_fastened,continuous_operation_min,ground_speed_max_kmh,pitch_max_deg,cab_temp_c
INC00029,2025-01-22 09:19:00,BHL001,OP1009,TK003300,near_miss_person,high,general operating risk,operator_report,Sunny,day,19.9,False,False,95.0,0.88,5.2,25.2
INC00030,2025-01-25 16:03:00,BHL001,OP1007,TK003439,property_damage,warning,general operating risk,supervisor_report,Cloudy,day,,False,True,113.0,0.4,2.1,23.5
INC00031,2025-01-29 11:01:00,BHL001,OP1007,TK003583,near_miss_person,high,worker inside danger zone (blind spot),auto,Cloudy,day,1.6,True,True,41.0,0.86,5.9,26.4
INC00032,2025-02-04 15:46:00,BHL001,OP1007,TK003792,near_miss_person,high,general operating risk,operator_report,Fog,day,,False,True,32.0,0.04,0.2,22.5
INC00033,2025-02-05 12:23:00,BHL001,OP1007,,near_miss_vehicle,warning,general operating risk,supervisor_report,Sunny,day,,False,False,140.0,0.0,2.6,22.2
INC00034,2025-02-07 09:26:00,BHL001,OP1007,TK003925,property_damage,warning,general operating risk,supervisor_report,Cloudy,day,,False,True,105.0,0.92,3.4,22.9
INC00035,2025-02-07 09:30:00,BHL001,OP1007,TK003925,near_miss_person,high,general operating risk,operator_report,Cloudy,day,12.4,True,True,109.0,0.69,2.4,23.9
INC00036,2025-02-11 07:47:00,BHL001,OP1007,TK004064,near_miss_vehicle,warning,general operating risk,supervisor_report,Sunny,day,19.4,True,True,12.0,0.24,1.8,26.6
INC00037,2025-02-11 09:00:00,BHL001,OP1007,TK004064,near_miss_vehicle,warning,general operating risk,operator_report,Sunny,day,11.6,False,True,85.0,0.75,4.8,22.7
INC00038,2025-02-12 23:20:00,BHL001,OP1007,TK004113,property_damage,warning,general operating risk,supervisor_report,Sunny,night,,False,True,67.0,0.0,2.4,24.4
INC00039,2025-02-18 19:06:00,BHL001,OP1012,,property_damage,warning,general operating risk,operator_report,Cloudy,night,,False,True,244.0,0.0,5.3,25.4
INC00040,2025-02-22 17:21:00,BHL001,OP1007,TK004517,near_miss_vehicle,warning,general operating risk,operator_report,Cloudy,day,16.9,False,True,105.0,0.08,2.7,26.9
INC00041,2025-02-25 07:42:00,BHL001,OP1009,TK004611,utility_strike_risk,high,general operating risk,supervisor_report,Sunny,day,,False,True,10.0,0.66,4.7,22.9
INC00042,2025-02-25 08:30:00,BHL001,OP1009,TK004611,near_miss_person,high,general operating risk,supervisor_report,Sunny,day,13.6,False,True,58.0,0.65,1.4,23.4
INC00043,2025-02-25 13:24:00,BHL001,OP1009,TK004614,property_damage,warning,general operating risk,supervisor_report,Windy,day,,False,True,32.0,0.35,3.2,24.6
INC00044,2025-03-01 11:52:00,BHL001,OP1007,TK004786,near_miss_vehicle,warning,general operating risk,supervisor_report,Sunny,day,,False,True,89.0,0.0,3.7,22.2
INC00045,2025-03-11 07:31:00,BHL001,OP1007,TK005156,property_damage,warning,general operating risk,operator_report,Sunny,day,,False,True,15.0,0.0,3.9,24.6
INC00046,2025-03-12 12:50:00,BHL001,OP1007,TK005203,near_miss_vehicle,warning,general operating risk,supervisor_report,Dust,day,13.1,False,True,185.0,0.92,3.3,26.6
INC00047,2025-03-17 10:22:00,BHL001,OP1007,,near_miss_person,high,general operating risk,supervisor_report,Cloudy,day,,False,False,180.0,0.0,0.1,22.5
INC00048,2025-03-17 11:30:00,BHL001,OP1007,TK005361,near_miss_person,high,general operating risk,supervisor_report,Cloudy,day,,False,True,35.0,0.07,4.8,24.7
INC00049,2025-03-19 07:43:00,BHL001,OP1007,TK005441,near_miss_vehicle,warning,general operating risk,operator_report,Cloudy,day,11.1,False,True,9.0,0.21,5.0,23.2
INC00050,2025-03-19 17:20:00,BHL001,OP1007,TK005447,property_damage,warning,general operating risk,supervisor_report,Windy,day,,False,True,260.0,0.0,0.3,22.0
INC00051,2025-03-20 11:47:00,BHL001,OP1007,TK005475,property_damage,warning,general operating risk,operator_report,Storm,day,14.8,True,False,79.0,0.01,7.6,23.6
INC00052,2025-03-22 12:42:00,BHL001,OP1007,TK005579,near_miss_person,high,general operating risk,supervisor_report,Sunny,day,,False,True,85.0,0.12,2.8,22.9
INC00053,2025-03-25 09:11:00,BHL001,OP1007,TK005656,near_miss_person,high,worker inside danger zone (blind spot),auto,Storm,day,1.7,True,True,109.0,0.45,3.6,24.2
INC00054,2025-03-29 13:25:00,BHL001,OP1007,TK005830,near_miss_person,high,worker inside danger zone (blind spot),auto,Cloudy,day,4.1,True,True,19.0,0.09,4.8,22.7
INC00055,2025-04-05 10:32:00,BHL001,OP1009,TK006089,near_miss_person,high,general operating risk,supervisor_report,Sunny,day,,False,True,49.0,0.0,7.5,25.5
INC00056,2025-04-09 16:23:00,BHL001,OP1007,,near_miss_vehicle,warning,general operating risk,operator_report,Sunny,day,,False,True,58.0,0.0,3.0,27.4
INC00057,2025-04-11 14:20:00,BHL001,OP1012,TK006315,near_miss_vehicle,warning,general operating risk,supervisor_report,Sunny,day,,False,True,100.0,0.97,4.1,27.4
INC00058,2025-04-12 15:31:00,BHL001,OP1007,TK006362,utility_strike_risk,high,general operating risk,supervisor_report,Dust,day,,False,True,37.0,0.27,6.2,24.6
INC00059,2025-04-12 15:35:00,BHL001,OP1007,TK006362,utility_strike_risk,high,general operating risk,supervisor_report,Dust,day,,False,True,41.0,0.0,2.8,22.6
INC00060,2025-04-23 14:39:00,BHL001,OP1007,TK006762,near_miss_vehicle,warning,general operating risk,operator_report,Windy,day,,False,True,423.0,0.1,5.3,26.1
INC00061,2025-04-28 13:48:00,BHL001,OP1010,TK006945,near_miss_person,high,general operating risk,supervisor_report,Sunny,day,,False,True,47.0,0.22,4.4,26.8
INC00062,2024-11-01 11:47:00,EXC001,OP1001,TK000003,near_miss_vehicle,warning,general operating risk,supervisor_report,Windy,day,,False,True,83.0,0.36,2.9,23.2
INC00063,2024-11-01 14:52:00,EXC001,OP1001,TK000005,property_damage,warning,general operating risk,operator_report,Windy,day,,False,False,3.0,4.83,0.3,22.4
INC00064,2024-11-07 12:23:00,EXC001,OP1001,TK000240,near_miss_person,high,general operating risk,supervisor_report,Fog,day,,False,True,155.0,0.78,1.9,26.0
INC00065,2024-11-07 17:56:00,EXC001,OP1001,,near_miss_vehicle,warning,general operating risk,operator_report,Fog,dusk,,False,False,268.0,0.0,5.0,26.8
INC00066,2024-11-11 08:24:00,EXC001,OP1001,TK000385,near_miss_person,high,general operating risk,supervisor_report,Rainy,day,,False,True,29.0,0.97,3.8,22.7
INC00067,2024-11-18 08:14:00,EXC001,OP1010,TK000666,near_miss_person,high,general operating risk,operator_report,Sunny,day,,False,True,54.0,0.51,3.6,26.8
INC00068,2024-11-25 15:20:00,EXC001,OP1001,TK000960,property_damage,warning,general operating risk,operator_report,Dust,day,10.3,False,True,35.0,0.11,3.1,24.6
INC00069,2024-12-16 15:38:00,EXC001,OP1001,TK001809,near_miss_person,high,general operating risk,supervisor_report,Fog,day,,False,True,482.0,0.22,6.6,23.0
INC00070,2024-12-16 15:46:00,EXC001,OP1001,TK001809,near_miss_person,high,general operating risk,operator_report,Fog,day,,False,True,490.0,0.8,3.1,24.5
INC00071,2024-12-16 17:52:00,EXC001,OP1001,TK001811,property_damage,warning,general operating risk,operator_report,Fog,dusk,,False,True,616.0,0.24,2.5,25.2
INC00072,2024-12-18 17:30:00,EXC001,OP1001,TK001897,near_miss_vehicle,warning,general operating risk,supervisor_report,Rainy,dusk,,False,True,197.0,0.22,2.4,26.4
INC00073,2024-12-28 09:51:00,EXC001,OP1001,TK002300,near_miss_vehicle,warning,general operating risk,supervisor_report,Fog,day,16.5,True,True,143.0,0.61,2.1,23.3
INC00074,2025-01-01 09:23:00,EXC001,OP1001,TK002438,utility_strike_risk,high,general operating risk,operator_report,Fog,day,,False,True,130.0,0.71,4.6,24.5
INC00075,2025-01-01 13:09:00,EXC001,OP1001,TK002440,property_damage,warning,general operating risk,supervisor_report,Fog,day,,False,True,29.0,0.85,1.5,22.9
INC00076,2025-01-03 13:55:00,EXC001,OP1001,TK002540,property_damage,warning,general operating risk,supervisor_report,Fog,day,,False,True,30.0,0.3,4.5,22.1
INC00077,2025-01-10 12:47:00,EXC001,OP1001,TK002813,property_damage,warning,general operating risk,operator_report,Fog,day,,False,True,4.0,3.63,7.1,25.7
INC00078,2025-01-10 16:08:00,EXC001,OP1001,TK002814,near_miss_person,high,worker inside danger zone (blind spot),auto,Fog,day,4.6,True,True,69.0,0.48,5.0,22.0
INC00079,2025-01-17 14:17:00,EXC001,OP1001,TK003081,property_damage,warning,general operating risk,supervisor_report,Rainy,day,18.6,True,False,7.0,0.18,4.8,26.6
INC00080,2025-01-20 12:05:00,EXC001,OP1001,TK003170,utility_strike_risk,high,general operating risk,operator_report,Cloudy,day,18.1,True,True,110.0,0.79,4.3,22.4
INC00081,2025-01-22 16:00:00,EXC001,OP1001,TK003268,near_miss_person,high,general operating risk,operator_report,Sunny,day,,False,True,30.0,0.33,2.9,23.0
INC00082,2025-01-25 08:10:00,EXC001,OP1010,TK003392,property_damage,warning,general operating risk,operator_report,Cloudy,day,,False,True,48.0,0.48,2.7,24.9
INC00083,2025-01-30 08:46:00,EXC001,OP1001,TK003587,near_miss_vehicle,warning,general operating risk,supervisor_report,Fog,day,,False,True,55.0,0.71,2.7,23.0
INC00084,2025-01-30 16:01:00,EXC001,OP1001,TK003590,near_miss_person,high,worker inside danger zone (blind spot),auto,Fog,day,2.0,True,True,65.0,0.96,3.6,22.6
INC00085,2025-02-12 15:39:00,EXC001,OP1001,TK004071,near_miss_person,high,general operating risk,supervisor_report,Sunny,day,,False,True,130.0,0.13,5.2,24.1
INC00086,2025-02-12 16:05:00,EXC001,OP1001,,near_miss_person,high,general operating risk,supervisor_report,Sunny,day,,False,True,156.0,0.0,1.6,23.0
INC00087,2025-02-17 12:56:00,EXC001,OP1001,TK004240,property_damage,warning,general operating risk,operator_report,Rainy,day,,False,True,34.0,0.17,3.9,25.0
INC00088,2025-02-17 14:17:00,EXC001,OP1001,TK004241,near_miss_person,high,general operating risk,supervisor_report,Rainy,day,,False,True,9.0,0.41,2.6,23.5
INC00089,2025-02-26 07:44:00,EXC001,OP1001,TK004616,near_miss_person,high,general operating risk,operator_report,Fog,day,,False,True,25.0,0.95,6.2,25.0
INC00090,2025-02-28 21:25:00,EXC001,OP1001,TK004696,near_miss_person,high,worker inside danger zone (blind spot),auto,Sunny,night,3.9,True,True,96.0,0.94,2.0,22.7
INC00091,2025-03-14 13:17:00,EXC001,OP1001,TK005232,near_miss_vehicle,warning,general operating risk,operator_report,Cloudy,day,,False,True,133.0,0.84,0.5,23.2
INC00092,2025-03-18 16:56:00,EXC001,OP1001,,utility_strike_risk,high,general operating risk,supervisor_report,Sunny,day,15.5,False,True,551.0,0.0,3.0,25.6
INC00093,2025-03-27 08:10:00,EXC001,OP1001,TK005707,property_damage,warning,general operating risk,operator_report,Windy,day,,False,True,50.0,0.77,5.2,24.6
INC00094,2025-03-27 15:06:00,EXC001,OP1001,TK005711,property_damage,warning,general operating risk,operator_report,Windy,day,,False,True,57.0,0.06,3.0,22.5
INC00095,2025-04-01 09:34:00,EXC001,OP1011,TK005881,near_miss_person,high,general operating risk,supervisor_report,Dust,day,14.0,True,False,115.0,0.0,5.8,26.8
INC00096,2025-04-16 17:32:00,EXC001,OP1001,TK006462,near_miss_person,high,general operating risk,operator_report,Extreme Heat,day,16.4,False,True,96.0,0.47,6.2,29.9
INC00097,2025-04-17 10:35:00,EXC001,OP1011,TK006501,utility_strike_risk,high,general operating risk,supervisor_report,Dust,day,,False,True,20.0,0.32,0.6,29.0
INC00098,2025-04-23 12:32:00,EXC001,OP1001,TK006714,near_miss_vehicle,warning,general operating risk,operator_report,Windy,day,18.1,False,False,6.0,0.69,5.9,24.1
INC00099,2024-11-01 15:41:00,EXC002,OP1002,TK000012,near_miss_person,high,general operating risk,supervisor_report,Windy,day,,False,True,9.0,0.89,3.5,24.0
INC00100,2024-11-04 15:15:00,EXC002,OP1002,TK000108,near_miss_person,high,general operating risk,supervisor_report,Extreme Heat,day,,False,True,117.0,0.36,6.1,26.1
INC00101,2024-11-07 08:42:00,EXC002,OP1002,TK000247,near_miss_person,high,general operating risk,operator_report,Fog,day,,False,True,71.0,0.05,1.3,22.4
INC00102,2024-11-14 09:41:00,EXC002,OP1010,TK000542,near_miss_person,high,general operating risk,supervisor_report,Rainy,day,13.4,False,True,140.0,0.16,6.0,22.3
INC00103,2024-11-26 03:31:00,EXC002,OP1002,,near_miss_person,high,general operating risk,operator_report,Dust,night,,False,True,79.0,5.45,4.2,25.6
INC00104,2024-11-30 10:08:00,EXC002,OP1002,TK001198,near_miss_vehicle,warning,harsh or fast travel,auto,Sunny,day,,False,True,5.0,0.58,1.9,22.3
INC00105,2024-12-05 14:43:00,EXC002,OP1002,TK001396,near_miss_person,high,general operating risk,operator_report,Cloudy,day,13.3,False,True,105.0,0.83,3.6,23.2
INC00106,2024-12-12 08:12:00,EXC002,OP1002,TK001675,near_miss_vehicle,warning,general operating risk,supervisor_report,Fog,day,13.7,False,True,35.0,0.31,0.4,22.1
INC00107,2024-12-14 15:39:00,EXC002,OP1002,TK001772,property_damage,warning,general operating risk,operator_report,Fog,day,18.7,True,True,61.0,0.91,3.0,23.9
INC00108,2024-12-17 16:16:00,EXC002,OP1002,TK001859,near_miss_vehicle,warning,general operating risk,supervisor_report,Fog,day,,False,True,130.0,0.0,4.3,22.6
INC00109,2024-12-20 22:48:00,EXC002,OP1002,TK001987,property_damage,warning,general operating risk,operator_report,Sunny,night,17.0,True,True,52.0,0.99,4.2,26.1
INC00110,2024-12-21 02:37:00,EXC002,OP1002,TK001988,near_miss_vehicle,warning,general operating risk,operator_report,Sunny,night,,False,True,99.0,0.25,5.6,26.6
INC00111,2024-12-26 10:13:00,EXC002,OP1002,TK002204,near_miss_person,high,general operating risk,operator_report,Windy,day,,False,True,180.0,0.74,3.0,24.2
INC00112,2024-12-28 11:01:00,EXC002,OP1002,TK002308,property_damage,warning,general operating risk,operator_report,Fog,day,16.7,False,True,82.0,0.38,2.6,25.0
INC00113,2024-12-28 14:48:00,EXC002,OP1002,TK002310,near_miss_person,high,general operating risk,supervisor_report,Fog,day,,False,True,67.0,0.95,3.0,24.5
INC00114,2025-01-11 14:15:00,EXC002,OP1009,TK002859,property_damage,warning,general operating risk,operator_report,Dust,day,,False,True,59.0,0.37,4.5,24.0
INC00115,2025-01-13 15:26:00,EXC002,OP1002,TK002909,near_miss_vehicle,warning,general operating risk,operator_report,Cloudy,day,9.1,False,True,460.0,0.11,5.3,25.6
INC00116,2025-01-17 07:39:00,EXC002,OP1002,TK003083,property_damage,warning,general operating risk,operator_report,Rainy,dusk,,False,True,8.0,3.24,6.4,22.5
INC00117,2025-01-21 15:17:00,EXC002,OP1002,TK003233,near_miss_person,high,worker inside danger zone (blind spot),auto,Cloudy,day,3.1,True,True,16.0,0.52,2.9,26.7
INC00118,2025-01-21 15:37:00,EXC002,OP1002,TK003233,utility_strike_risk,high,general operating risk,operator_report,Cloudy,day,,False,True,36.0,0.94,4.0,24.3
INC00119,2025-02-04 14:33:00,EXC002,OP1002,TK003759,property_damage,warning,general operating risk,operator_report,Fog,day,,False,True,17.0,0.87,1.0,25.2
INC00120,2025-02-08 12:19:00,EXC002,OP1002,TK003931,near_miss_person,high,general operating risk,operator_report,Rainy,day,,False,True,154.0,0.24,4.6,23.2
INC00121,2025-02-15 04:43:00,EXC002,OP1002,TK004170,near_miss_person,high,general operating risk,operator_report,Rainy,night,,False,True,122.0,0.56,2.6,23.3
INC00122,2025-02-15 06:59:00,EXC002,OP1002,,property_damage,warning,general operating risk,operator_report,Rainy,dusk,14.1,False,True,258.0,0.0,4.1,24.0
INC00123,2025-02-17 10:41:00,EXC002,OP1002,TK004244,near_miss_person,high,general operating risk,operator_report,Rainy,day,,False,True,39.0,0.44,6.0,24.0
INC00124,2025-02-26 11:30:00,EXC002,OP1002,TK004623,near_miss_vehicle,warning,general operating risk,supervisor_report,Fog,day,,False,True,116.0,0.26,1.0,25.9
INC00125,2025-03-06 08:21:00,EXC002,OP1002,TK004932,property_damage,warning,general operating risk,operator_report,Sunny,day,,False,True,31.0,0.32,5.1,25.2
INC00126,2025-03-18 00:07:00,EXC002,OP1002,TK005328,near_miss_vehicle,warning,general operating risk,operator_report,Cloudy,night,,False,True,98.0,0.68,0.4,23.3
INC00127,2025-03-28 14:22:00,EXC002,OP1002,TK005758,property_damage,warning,general operating risk,operator_report,Dust,day,12.1,True,True,106.0,0.09,7.6,26.1
INC00128,2025-04-02 07:54:00,EXC002,OP1002,TK005922,near_miss_vehicle,warning,general operating risk,supervisor_report,Sunny,day,,False,True,13.0,0.35,1.6,26.4
INC00129,2025-04-08 12:49:00,EXC002,OP1002,TK006150,near_miss_vehicle,warning,general operating risk,operator_report,Storm,day,,False,True,119.0,0.72,10.3,22.0
INC00130,2025-04-12 16:13:00,EXC002,OP1002,TK006327,near_miss_vehicle,warning,general operating risk,operator_report,Dust,day,,False,True,121.0,0.0,4.3,23.0
INC00131,2025-04-14 10:47:00,EXC002,OP1002,TK006371,near_miss_person,high,general operating risk,operator_report,Sunny,day,,False,True,32.0,0.73,7.1,26.6
INC00132,2025-04-18 15:23:00,EXC002,OP1002,TK006554,near_miss_vehicle,warning,general operating risk,operator_report,Sunny,day,,False,True,452.0,0.19,0.8,23.2
INC00133,2025-04-22 09:46:00,EXC002,OP1002,TK006675,property_damage,warning,general operating risk,operator_report,Sunny,day,,False,True,120.0,0.83,3.7,23.7
INC00134,2025-04-24 15:42:00,EXC002,OP1002,TK006776,near_miss_vehicle,warning,general operating risk,operator_report,Sunny,day,17.3,False,True,72.0,0.85,4.8,26.9
INC00135,2025-04-29 16:33:00,EXC002,OP1011,TK006958,property_damage,warning,general operating risk,supervisor_report,Sunny,day,14.2,False,True,82.0,0.15,3.3,27.0
INC00136,2024-11-01 12:27:00,EXC003,OP1012,TK000015,property_damage,warning,general operating risk,supervisor_report,Windy,day,,False,True,57.0,0.64,1.9,26.7
INC00137,2024-11-05 21:42:00,EXC003,OP1003,TK000157,property_damage,warning,general operating risk,supervisor_report,Sunny,night,,False,True,100.0,0.34,1.5,22.7
INC00138,2024-11-09 02:01:00,EXC003,OP1012,TK000305,near_miss_vehicle,warning,general operating risk,operator_report,Cloudy,night,13.1,True,True,248.0,0.16,4.8,23.6
INC00139,2024-11-09 15:53:00,EXC003,OP1003,TK000355,near_miss_person,high,general operating risk,supervisor_report,Windy,day,,False,True,36.0,0.14,5.0,24.9
INC00140,2024-11-20 09:50:00,EXC003,OP1003,TK000786,property_damage,warning,general operating risk,supervisor_report,Windy,day,,False,True,5.0,4.19,5.7,23.3
INC00141,2024-11-20 15:40:00,EXC003,OP1003,TK000790,near_miss_person,high,general operating risk,supervisor_report,Windy,day,,False,True,27.0,0.49,1.9,24.3
INC00142,2024-12-03 09:55:00,EXC003,OP1003,TK001304,property_damage,warning,general operating risk,operator_report,Sunny,day,,False,True,122.0,0.17,0.3,24.3
INC00143,2024-12-12 10:37:00,EXC003,OP1003,TK001682,near_miss_vehicle,warning,general operating risk,supervisor_report,Fog,day,,False,True,45.0,0.0,3.9,24.7
INC00144,2024-12-17 11:03:00,EXC003,OP1003,TK001861,near_miss_person,high,general operating risk,operator_report,Fog,day,,False,True,43.0,0.68,4.7,24.8
INC00145,2024-12-17 11:51:00,EXC003,OP1003,TK001862,near_miss_vehicle,warning,general operating risk,supervisor_report,Fog,day,,False,True,91.0,0.26,2.4,25.9
INC00146,2024-12-21 08:24:00,EXC003,OP1003,TK002041,near_miss_person,high,general operating risk,operator_report,Cloudy,day,,False,True,47.0,0.0,4.4,26.4
INC00147,2025-01-01 09:10:00,EXC003,OP1003,TK002450,near_miss_vehicle,warning,general operating risk,supervisor_report,Fog,day,,False,True,87.0,0.36,4.4,26.6
INC00148,2025-01-03 09:23:00,EXC003,OP1003,TK002547,near_miss_person,high,general operating risk,operator_report,Fog,day,,False,True,89.0,0.15,2.0,25.6
INC00149,2025-01-03 12:07:00,EXC003,OP1003,TK002548,near_miss_vehicle,warning,general operating risk,operator_report,Fog,day,,False,True,64.0,0.99,4.2,23.8
INC00150,2025-01-07 14:14:00,EXC003,OP1003,TK002680,near_miss_vehicle,warning,general operating risk,operator_report,Dust,day,,False,True,89.0,3.51,1.0,26.3
INC00151,2025-01-08 09:22:00,EXC003,OP1003,TK002726,near_miss_person,high,general operating risk,operator_report,Windy,day,,False,True,116.0,0.03,2.8,24.3
INC00152,2025-01-14 14:45:00,EXC003,OP1003,TK002964,near_miss_person,high,general operating risk,supervisor_report,Fog,day,,False,True,53.0,0.46,1.8,23.0
INC00153,2025-01-15 09:22:00,EXC003,OP1003,TK003013,property_damage,warning,general operating risk,operator_report,Cloudy,day,14.4,False,True,115.0,0.54,3.2,24.7
INC00154,2025-01-15 14:22:00,EXC003,OP1003,TK003016,near_miss_person,high,general operating risk,operator_report,Rainy,day,,False,True,15.0,0.53,2.0,26.0
INC00155,2025-01-23 23:44:00,EXC003,OP1009,TK003320,property_damage,warning,general operating risk,operator_report,Sunny,night,,False,False,116.0,0.0,3.7,22.1
INC00156,2025-01-31 15:31:00,EXC003,OP1003,TK003641,property_damage,warning,general operating risk,operator_report,Cloudy,day,,False,True,56.0,0.82,3.9,24.9
INC00157,2025-02-05 08:23:00,EXC003,OP1003,TK003806,near_miss_vehicle,warning,general operating risk,operator_report,Sunny,day,,False,True,43.0,0.5,3.4,22.1
INC00158,2025-02-08 10:45:00,EXC003,OP1003,,near_miss_person,high,general operating risk,operator_report,Rainy,day,,False,False,203.0,0.0,4.4,18.7
INC00159,2025-02-11 15:31:00,EXC003,OP1003,TK004038,property_damage,warning,general operating risk,operator_report,Sunny,day,15.4,False,True,47.0,0.45,1.2,24.3
INC00160,2025-02-13 17:30:00,EXC003,OP1003,TK004134,near_miss_vehicle,warning,harsh or fast travel,auto,Sunny,day,17.0,True,True,241.0,0.1,3.5,22.1
INC00161,2025-02-14 10:38:00,EXC003,OP1003,TK004173,near_miss_person,high,general operating risk,operator_report,Rainy,day,,False,True,180.0,0.98,3.2,26.5
INC00162,2025-03-12 11:17:00,EXC003,OP1003,,near_miss_vehicle,warning,general operating risk,operator_report,Dust,day,,False,True,73.0,0.0,5.6,25.3
INC00163,2025-03-16 04:49:00,EXC003,OP1003,TK005288,property_damage,warning,general operating risk,operator_report,Sunny,night,,False,True,228.0,0.77,2.1,25.3
INC00164,2025-03-16 05:39:00,EXC003,OP1003,TK005288,near_miss_person,high,general operating risk,supervisor_report,Sunny,night,,False,True,278.0,0.48,5.2,25.8
INC00165,2025-03-18 07:51:00,EXC003,OP1003,TK005378,near_miss_person,high,general operating risk,supervisor_report,Sunny,day,,False,True,12.0,0.55,2.3,26.9
